sku,nombre,imagen_local,supabase_url
"DP23","DISCO PLATA 23 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DP23.jpg",""
"DB23","DISCO BLANCO 23 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DB23.jpg",""
"DN23","DISCO NEGRO 23 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DN23.jpg",""
"DD25","DISCO DORADO 25 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DD25.jpg",""
"DP25","DISCO PLATA 25 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DP25.jpg",""
"DB25","DISCO BLANCO 25 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DB25.jpg",""
"DN25","DISCO NEGRO 25 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DN25.jpg",""
"DN30","DISCO NEGRO 30 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DN30.jpg",""
"DD08","DISCO DORADO 08 CM 10PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DD08.jpg",""
"DP08","DISCO PLATA 08 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DP08.jpg",""
"DD10","DISCO DORADO 10 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DD10.jpg",""
"DP10","DISCO PLATA 10 CM 10 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DP10.jpg",""
"DDP08","DISCO DORADO PESTAÑA 08 CM 10 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DDP08.jpg",""
"DPP08","DISCO PLATA PESTAÑA 08 CM 10PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DPP08.jpg",""
"DDP09","DISCO DORADO PESTAÑA 09 CM 10 PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DDP09.jpg",""
"DPP09","DISCO PLATA PESTAÑA 09 CM 10 PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DPP09.jpg",""
"DDP8X8","DISCO DORADO PESTAÑA 8X8 CM 10 PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DDP8X8.jpg",""
"DPP8X8","DISCO PLATA PESTAÑA 8X8 CM 10 PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DPP8X8.jpg",""
"DDP10X5.5","DISCO DORADO PESTAÑA 10X5.5CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DDP10X5.5.jpg",""
"DPP10X5.5","DISCO PLATA PESTAÑA 10X5.5 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DPP10X5.5.jpg",""
"HGBP00012","Plancha doblecorru plata 25x35cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00012.jpg",""
"HGBP00013","Plancha doblecorru  plata 35x47cm c/25p","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00013.jpg",""
"HGBP00014","Plancha doblecorru plata 42x56cm c/25p","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00014.jpg",""
"HGBP00015","Plancha doblecorru plata 46x66cm c/25p","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00015.jpg",""
"HGBP00016","Plancha doblecorru Plata 26x26cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00016.jpg",""
"HGBP00017","Plancha doblecorru plata 33x33cm c/25p","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00017.jpg",""
"HGBP00018","Plancha doblecorru Plata 40x40cm c/25p","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00018.jpg",""
"HGBP00019","DISCO DOBLE CORRUGADO PLATA 15CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00019.jpg",""
"HGBP00020","DISCO DOBLE CORRUGADO PLATA 28CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00020.jpg",""
"HGBP00021","DISCO DOBLE CORRUGADO ORO 28CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00021.jpg",""
"HGBP00022","DISCO DOBLE CORRUGADO PLATA 30CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00022.jpg",""
"HGBP00023","DISCO DOBLE CORRUGADO ORO 30CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00023.jpg",""
"HGBP00024","DISCO DOBLE CORRUGADO PLATA 36CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00024.jpg",""
"HGBP00025","DISCO DOBLE CORRUGADO ORO 36CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00025.jpg",""
"HGBP00026","DISCO DOBLE CORRUGADO PLATA 40CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00026.jpg",""
"HGBP00027","DISCO DOBLE CORRUGADO ORO 40CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00027.jpg",""
"HGBP00028","DISCO DOBLE CORRUGADO PLATA 43CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00028.jpg",""
"HG1133","MERENGUE EN POLVO MA BAKER 100GR","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HG1133.jpg",""
"PA1133-1000","MERENGUE EN POLVO MA BAKER DE ALTO RENDIMIENTO 1 KG","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/PA1133-1000.jpg",""
"850052868895","MERENGUE EN POLVO ENCO 250 GR","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/850052868895.jpg",""
"HGBP00001","BLONDA # 4 C/100 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00001.jpg",""
"HGBP00002","BLONDA # 4 C/20 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00002.jpg",""
"HGBP00003","BLONDA KRAFT # 4 C/20 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00003.jpg",""
"HGBP00004","BLONDA # 6 C/100 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00004.jpg",""
"HGBP00005","BLONDA # 6 C/20 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00005.jpg",""
"HGBP00006","BLONDA KRAFT # 6 C/20 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00006.jpg",""
"HGBP00007","BLONDA # 8 C/100 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00007.jpg",""
"HGBP00008","BLONDA # 8 C/20 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00008.jpg",""
"HGBP00009","BLONDA KRAFT # 8 C/20 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00009.jpg",""
"HGBP00010","BLONDA # 12 C/100 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00010.jpg",""
"HGBP00011","BLONDA KRAFT # 12 C/20 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00011.jpg",""
"PPR000539","BLONDA PAPEL REDONDA BLANCA Ø30cm 100pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/PPR000539.jpg",""
"PPR000540","BLONDA PAPEL REDONDA BLANCA Ø35cm 100pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/PPR000540.jpg",""
"HGBP00045","BLONDA # 14 C/100 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00045.jpg",""
"HGBP00031","BLONDA # 5 C/100 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00031.jpg",""
"HGBP00032","BLONDA # 10 C/100 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00032.jpg",""
"PPR000573","BLONDA PAPEL REDONDA DORADA Ø30cm 100pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/PPR000573.jpg",""
"PPR000574","BLONDA PAPEL REDONDA DORADA Ø30cm 5pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/PPR000574.jpg",""
"12B12","BLONDA REDONDA NO.12 ( 30 CM ) 50PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/12B12.jpg",""
"HGBP00045","HOJA ANTIGRASA PASTEL 30X30","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00045.jpg",""
"HGBP00029","Hoja antigrasa roja 30x30 C/10 PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00029.jpg",""
"HGBP00030","Hoja antigrasa verde 30x30 10 PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGBP00030.jpg",""
"PHG000010","ACETATO HOJA TAMAÑO CARTA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/PHG000010.jpg",""
"ZF9","FLANERA 28","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZF9.jpg",""
"ZF5","FLANERA 20","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZF5.jpg",""
"ZF6","FLANERA 22","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZF6.jpg",""
"ZF7","FLANERA 24","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZF7.jpg",""
"ZF1","FLANERA 10","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZF1.jpg",""
"ZF2","FLANERA 14","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZF2.jpg",""
"ZF3","FLANERA 16","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZF3.jpg",""
"ZF4","FLANERA 18","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZF4.jpg",""
"6953176616992","MOLDE ROSCA WW","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/6953176616992.jpg",""
"ZQ2","MOLDE ROSCA 12 RECTA CAL 20","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZQ2.jpg",""
"ZQ3","MOLDE ROSCA 14 RECTA CAL 20","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZQ3.jpg",""
"ZQ6","MOLDE ROSCA 20 RECTA CAL 20","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZQ6.jpg",""
"ZQ7","MOLDE ROSCA 22 RECTA CAL 20","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZQ7.jpg",""
"ZQ9","MOLDE ROSCA 24 RECTA CAL 20","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZQ9.jpg",""
"ZQ10","MOLDE ROSCA 26 RECTA CAL 20","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZQ10.jpg",""
"7502267682157","MOLDE ROSCA 18","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7502267682157.jpg",""
"7502267681945","MOLDE ROSCA 20","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7502267681945.jpg",""
"7502267682195","MOLDE ROSCA 22","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7502267682195.jpg",""
"7502267682201","MOLDE ROSCA 24","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7502267682201.jpg",""
"7502267682218","MOLDE ROSCA 26","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7502267682218.jpg",""
"7502267684922","MOLDE PAN 10","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7502267684922.jpg",""
"7502267681938","MOLDE PAN 18","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7502267681938.jpg",""
"7502267681969","MOLDE PAN 22","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7502267681969.jpg",""
"7502267682003","MOLDE PAN 26","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7502267682003.jpg",""
"7502267685875","MOLDE TARTALETA 10","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7502267685875.jpg",""
"7502267685868","MOLDE TARTALETA 13","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7502267685868.jpg",""
"7502267682126","MOLDE PAY 26","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7502267682126.jpg",""
"2505-1510","MOLDE ACERO CARBONO ESTRIADO ROSCA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/2505-1510.jpg",""
"ZP1","MOLDE ROSCA 22 CONICA CAL 20","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZP1.jpg",""
"ZP2","MOLDE ROSCA 24 CONICA CAL 20","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZP2.jpg",""
"ZP3","MOLDE ROSCA 26 CONICA CAL 20","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZP3.jpg",""
"ZP4","MOLDE ROSCA 28 CONICA CAL 20","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZP4.jpg",""
"ZC4","MOLDE CUADRADO 20*20 CAL 18","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZC4.jpg",""
"ZC6","MOLDE CUADRADO 24*24 CAL. 18","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZC6.jpg",""
"ZC9","MOLDE CUADRADO 28*28 CAL. 18","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZC9.jpg",""
"ZC10","MOLDE CUADRADO 30*30 CAL 18","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZC10.jpg",""
"ZC11","MOLDE CUADRADO 35*35 CAL 18","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZC11.jpg",""
"ZU44","ARO CUADRADO 08*08*5 AI T-304","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZU44.jpg",""
"ZU45","ARO CUADRADO 10*10*5 AI T-304","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZU45.jpg",""
"ZU50","ARO CUADRADO 20*20*5 AI T-304","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZU50.jpg",""
"ZU52","ARO CUADRADO 24*24*5 AI T-304","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZU52.jpg",""
"ZC1","MOLDE CUADRADO 15*15 CAL 18","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZC1.jpg",""
"ZC8","MOLDE CUADRADO 26*26 CAL. 18","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZC8.jpg",""
"ZC3","MOLDE CUADRADO 18*18 CAL. 18","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZC3.jpg",""
"ZC5","MOLDE CUADRADO 22*22 CAL. 18","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZC5.jpg",""
"TOL001064","ARO AINOX AJUSTABLE Ø16-30cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TOL001064.jpg",""
"8997034482389","MOLDE MINI MUFFIN 24CAV TAVOLA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/8997034482389.jpg",""
"8997034482310","CHAROLA TAVOLA 39X26","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/8997034482310.jpg",""
"ZCH2","CHAROLA 30*45 ALUMINIO CHICA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZCH2.jpg",""
"ZCH3","CHAROLA 30*45 ZINTROALUM CHICA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/ZCH3.jpg",""
