clave1 *,clave2,descripción *,departamento,categoria,(s/n) inventariable,unidad,costo,precio1,(s/n) precio con impuestos,(s/n) imp IVA (8%),(s/n) imp IVA (16%),(s/n) granel,existencia,,
HGI00053,HGI00053,Almendra Polvo 500g,Insumos,Granos,SI,Pieza,,, $145.00 ,,,,,,50101700
HGI00055,HGI00055,Almendra Polvo 1Kg,Insumos,Granos,SI,Pieza,,, $275.00 ,,,,,,50101700
7501464317022,7501464317022,AZUCAR GLASS GARY 500GR,Insumos,Azucar,SI,Pieza,,, $40.00 ,,,,,,50161509
HGI00050,HGI00050,AZUCAR GLASS ECO 500GR,Insumos,Azucar,SI,Pieza,,, $30.00 ,,,,,,50161509
HGI00058,HGI00058,AZUCAR GLASS STA CRUZ 5KG,Insumos,Azucar,SI,Kg,,, $260.00 ,,,,,,50161509
HGI00059,HGI00059,AZUCAR GLASS STA CRUZ 1KG,Insumos,Azucar,SI,Kg,,, $56.00 ,,,,,,50161509
4-2560,4-2560,BASE MONOPORCION DORADA Ø9CM 50PZ,Pastel,Bases,SI,Pieza,,, $94.00 ,,,,,,24112500
CTR00000331,4897080499604,JGO DECORACION PINZA NAVAJA 5 PZ,Herramientas,Cuchillo,SI,Set,,, $95.00 ,,,,,,48101817
TOL000957,4895217109730,CUCHILLO PAN MGO NEGRO PLAST 38cm,Herramientas,Cuchillo,SI,Pieza,,, $80.00 ,,,,,,52151702
7501553059055,7501553059055,CUCHILLO P/PAN SCHEF 32CM,Herramientas,Cuchillo,SI,Pieza,,, $80.00 ,,,,,,52151702
54-883,7501553548832,CUCHILLO P/ MANTEQUILLA MGO PLAST (24cm),Herramientas,Cuchillo,SI,Pieza,,, $60.00 ,,,,,,52151702
1239756,75015535552945,PALA CUCHILLO P/PASTEL,Herramientas,Cuchillo,SI,Pieza,,, $75.00 ,,,,,,52151702
COT000432,4895217111900,JGO BASE P/PASTEL PLAST TRANSP Ø12cm 5pz,Pastel,Soporte pastel,SI,Pieza,,, $113.00 ,,,,,,48101817
COT000454,4895217116554,JGO BASE P/PASTEL PLAST TRANSP Ø16cm 5pz,Pastel,Soporte pastel,SI,Pieza,,, $155.00 ,,,,,,48101817
666661686254,666661686254,SOPORTE PASTEL 4PZ,Pastel,Soporte pastel,SI,Pieza,,, $75.00 ,,,,,,48101817
DTM539,DTM539,SOPORTE PASTEL C/BASE CHERRY,Pastel,Soporte pastel,SI,Pieza,,, $65.00 ,,,,,,48101817
DTEM574,DTEM574,SOPORTE PASTEL 30CM 10PZ CHERRY,Pastel,Soporte pastel,SI,Pieza,,, $120.00 ,,,,,,48101817
DTEM5740,DTEM5740,SOPORTE PASTEL 30CM 1PZ CHERRY,Pastel,Soporte pastel,SI,Pieza,,, $12.00 ,,,,,,48101817
7503029487880,7503029487880,SOPORTE CRUZ COLORISMA 12PZ,Pastel,Soporte pastel,SI,Pieza,,, $135.00 ,,,,,,48101817
7503029487873,7503029487873,SOPORTE REDONDO COLORISMA 12PZ,Pastel,Soporte pastel,SI,Pieza,,, $135.00 ,,,,,,48101817
7503029497880,7503029497880,SOPORTE CILINDRO COLORISMA 12PZ,Pastel,Soporte pastel,SI,Pieza,,, $155.00 ,,,,,,48101817
COLR0006,COLR0006,SOPORTE CILINDRO COLORISMA 1PZ,Pastel,Soporte pastel,SI,Pieza,,, $14.00 ,,,,,,48101817
DTEM654,DTEM654,SOPORTE PASTEL C/BASE CHERRY,Pastel,Soporte pastel,SI,Pieza,,, $80.00 ,,,,,,48101817
7503028487873,7503028487873,KIT PLATO Y SOPORTES COLORISMA,Pastel,Soporte pastel,SI,Pieza,,," $1,000.00 ",,,,,,48101817
COLR0004,COLR0004,SOPORTE CRUZ COLORISMA 1PZ,Pastel,Soporte pastel,SI,Pieza,,, $12.00 ,,,,,,48101817
COLR0005,COLR0005,SOPORTE REDONDO COLORISMA 1PZ,Pastel,Soporte pastel,SI,Pieza,,, $12.00 ,,,,,,48101817
90151800,90151800,POPOTE SOPORTE PLASTICO 10PZ,Pastel,Soporte pastel,SI,Pieza,,, $35.00 ,,,,,,90151800
7501076960050,7501076960050,PLATO MARBA No 3 20PZ,Desechables,Plato,SI,Pieza,,, $30.00 ,,,,,,24112500
7501076960104,7501076960104,PLATO MARBA No 4 20PZ,Desechables,Plato,SI,Pieza,,, $40.00 ,,,,,,24112500
2023881200107,2023881200107,PLATO PASTEL 18CM  VARIOS COLORES,Desechables,Plato,SI,Pieza,,, $30.00 ,,,,,,24112500
4-2575,7501553425751,PLATO CARTON CUADRADO PLATA 9X9CM 12PZ,Desechables,Plato,SI,Pieza,,, $23.00 ,,,,,,24112500
4-2576,7501553425768,PLATO CARTON CUADRAD PLATA 14X14CM 12PZ,Desechables,Plato,SI,Pieza,,, $35.00 ,,,,,,24112500
4-2577,7501553425775,PLATO CARTON REDONDO DORADO Ø10 CM 12 PZ,Desechables,Plato,SI,Pieza,,, $32.00 ,,,,,,24112500
7841,7841,FLORES PASTEL 01,HGOURMET,Cake topper,SI,Pieza,,, $250.00 ,,,,,,60122201
7842,7842,FLORES PASTEL 02,HGOURMET,Cake topper,SI,Pieza,,, $260.00 ,,,,,,60122201
7843,7843,FLORES PASTEL ABANICO,HGOURMET,Cake topper,SI,Pieza,,, $290.00 ,,,,,,60122201
7844,7844,FLORES PASTEL C/TOPPER,HGOURMET,Cake topper,SI,Pieza,,, $320.00 ,,,,,,60122201
CTP000620,4895217109440,DECO ACRIL HAPPY BIRTHDAY DORADO,Decoracion,Cake topper,SI,Pieza,,, $55.00 ,,,,,,60111410
CTP000621,4895217109457,DECO ACRIL HAPPY BIRTHDAY ROSA METALICO,Decoracion,Cake topper,SI,Pieza,,, $55.00 ,,,,,,60111410
CTP000680,4895217111238,DECO ACRIL BABY SHOWER AZUL BRILLO18x8cm,Decoracion,Cake topper,SI,Pieza,,, $67.00 ,,,,,,48101817
CTP000606,4895217109297,DECO ACRIL BABY SHOWER AZUL 15x6.5cm,Decoracion,Cake topper,SI,Pieza,,, $38.00 ,,,,,,60111410
CTP000652,4895217110460,DECO ACRIL HAPPY BIRTHDAY PLATA CIRCULO,Decoracion,Cake topper,SI,Pieza,,, $55.00 ,,,,,,48101817
CTP000728,4895217121466,DECO ACRIL FELICIDADES DORADO,Decoracion,Cake topper,SI,Pieza,,, $47.00 ,,,,,,60111410
CTP000729,4895217121473,DECO ACRIL FELICIDADES PLATA,Decoracion,Cake topper,SI,Pieza,,, $47.00 ,,,,,,60111410
CTP000804,4895217131342,ACRILICO I LOVE MOM DORADO,Decoracion,Cake topper,SI,Pieza,,, $40.00 ,,,,,,48101817
8058617645314,8058617645314,CAKE TOPPER NUMEROS,Decoracion,Cake topper,SI,Pieza,,, $25.00 ,,,,,,60111300
2030,2030,TOPPER MATALIZADO VARIOS CHERRY,Decoracion,Cake topper,SI,Pieza,,, $50.00 ,,,,,,60111410
CTP000655,4895217110491,DECO ACRIL HAPPY BIRTHDAY CUADROS PLATA,Decoracion,Cake topper,SI,Pieza,,, $55.00 ,,,,,,48101817
HGACR0044,HGACR0044,CM01 ROSA PASTEL,Decoracion,Cake topper,SI,Pieza,,, $65.00 ,,,,,,49101609
HGACR0045,HGACR0045,CM01 DORADO ESPEJO,Decoracion,Cake topper,SI,Pieza,,, $65.00 ,,,,,,49101609
HGACR0046,HGACR0046,CM02 DORADO ESPEJO,Decoracion,Cake topper,SI,Pieza,,, $65.00 ,,,,,,49101609
HGACR0047,HGACR0047,CM02 ROSA ESPEJO,Decoracion,Cake topper,SI,Pieza,,, $65.00 ,,,,,,49101609
HGACR0048,HGACR0048,CM03 ROSA ESPEJO,Decoracion,Cake topper,SI,Pieza,,, $65.00 ,,,,,,49101609
HGACR0049,HGACR0049,CM03 DORADO ESPEJO,Decoracion,Cake topper,SI,Pieza,,, $65.00 ,,,,,,49101609
HGACR0050,HGACR0050,MINICUPCAKES MOM 5PZ,Decoracion,Cake topper,SI,Pieza,,, $70.00 ,,,,,,49101609
HGACR0051,HGACR0051,CBDAY04 CARTULINA COLORES,Decoracion,Cake topper,SI,Pieza,,, $50.00 ,,,,,,49101609
HGACR0052,HGACR0052,BDAY01 DORADO ESPEJO,Decoracion,Cake topper,SI,Pieza,,, $65.00 ,,,,,,49101609
HGACR0053,HGACR0053,BDAY03 DORADO ESPEJO,Decoracion,Cake topper,SI,Pieza,,, $65.00 ,,,,,,49101609
HGACR0054,HGACR0054,BDAY03 PLATA ESPEJO,Decoracion,Cake topper,SI,Pieza,,, $65.00 ,,,,,,49101609
HGACR0055,HGACR0055,BDAY04 PLATA ESPEJO,Decoracion,Cake topper,SI,Pieza,,, $65.00 ,,,,,,49101609
HGACR0056,HGACR0056,C01 DORADO ESPEJO,Decoracion,Cake topper,SI,Pieza,,, $65.00 ,,,,,,49101609
HGACR0057,HGACR0057,C02 DORADO ESPEJO,Decoracion,Cake topper,SI,Pieza,,, $65.00 ,,,,,,49101609
HGACR0058,HGACR0058,C02 PLATA ESPEJO,Decoracion,Cake topper,SI,Pieza,,, $65.00 ,,,,,,49101609
HGACR0040,HGACR0040,CAKE TOPER FELIZ ANIVERSARIO ACRILICO,Decoracion,Cake topper,SI,Pieza,,, $75.00 ,,,,,,60111410
HGACR0041,HGACR0041,CAKE TOPER BODA ACRILICO,Decoracion,Cake topper,SI,Pieza,,, $75.00 ,,,,,,60111410
HGACR0042,HGACR0042,CAKE TOPER MIS XV MD ACRILICO,Decoracion,Cake topper,SI,Pieza,,, $75.00 ,,,,,,60111410
HGACR0043,HGACR0043,CAKE TOPER MIS XV CH ACRILICO,Decoracion,Cake topper,SI,Pieza,,, $65.00 ,,,,,,60111410
BH250,BH250,BARBIE CAKE TOPPER,Decoracion,Cake topper,SI,Pieza,,, $60.00 ,,,,,,50192300
725,725,PALILLO CORAZON FOSFO,Decoracion,Cake topper,SI,Pieza,,, $30.00 ,,,,,,60111300
362,362,SOMBRILLA COCTELERA 10PZ,Decoracion,Cake topper,SI,Pieza,,, $25.00 ,,,,,,60111300
CTP000807,4895217131373,DECO ACRIL A VERY MERRY CHRISTMAS DORADO,Decoracion,Cake topper,SI,Pieza,,, $55.00 ,,,,,,60111410
CTP000780,4895217131106,DECO ACRIL FELIZ CUMPLEAÑOS DORADO,Decoracion,Cake topper,SI,Pieza,,, $75.00 ,,,,,,60111410
CTP000775,4895217131052,DECO ACRIL FELIZ CUMPLEAÑOS ROSA,Decoracion,Cake topper,SI,Pieza,,, $75.00 ,,,,,,60111410
CTP000900,CTP000900,CAKE TOPER HB CHERRY,Decoracion,Cake topper,SI,Pieza,,, $55.00 ,,,,,,48101817
HGACR0107,HGACR0107,CRUZ ACRILICO DORADO 15CM,Decoracion,Cake topper,SI,Pieza,,, $55.00 ,,,,,,60111410
HGACR0207,HGACR0207,CRUZ ACRILICO DORADO 10CM,Decoracion,Cake topper,SI,Pieza,,, $40.00 ,,,,,,60111410
HGAM0017,HGAM0017,CAKE TOPPER MINI CORAZON 5PZ,Decoracion,Cake topper,SI,Pieza,,, $65.00 ,,,,,,60111300
HGAM0018,HGAM0018,CAKE TOPPER MINI CORAZON 15PZ,Decoracion,Cake topper,SI,Pieza,,, $25.00 ,,,,,,60111300
HGACR0007,HGACR0007,CRUZ ACRILICO DORADO 15CM,Decoracion,Cake topper,SI,Pieza,,, $55.00 ,,,,,,60111410
HGACR0008,HGACR0008,CAKE TOPPER ACRILICO  DORADO,Decoracion,Cake topper,SI,Pieza,,, $50.00 ,,,,,,60111410
HGACR0009,HGACR0009,FELICIDADES ACRILICO ROSA,Decoracion,Cake topper,SI,Pieza,,, $55.00 ,,,,,,60111410
CTP000917,4895217134398,DECO ACRIL HAPPY BIRTHDAY MOÑO DORADO,Decoracion,Cake topper,SI,Pieza,,, $79.00 ,,,,,,48101817
CTP000922,4895217134442,DECO ACRIL HAPPY BIRTHDAY MOÑO PLATA,Decoracion,Cake topper,SI,Pieza,,, $79.00 ,,,,,,48101817
ZN6,7500326516108,"MOLDE 22 (8"")REDONDO DESMONTABLE CAL 16",Moldes,Desmoldables,SI,Pieza,,, $377.00 ,,,,,,52151907
ZN8,7500326429699,"MOLDE 24 (8"")REDONDO DESMONTABLE CAL 16",Moldes,Desmoldables,SI,Pieza,,, $388.00 ,,,,,,52151907
1-129,7501553960573,MOLDE AA DESMON REDONDO 23x7cMOLDEBC,Moldes,Desmoldables,SI,Pieza,,, $285.00 ,,,,,,52151907
1-128,7501553011282,MOLDE AA DESMON REDONDO (25X6 cm) BC,Moldes,Desmoldables,SI,Pieza,,, $325.00 ,,,,,,52151907
ZN4,7500326429675,MOLDE 20 (8)REDONDO DESMONTABLE CAL 16,Moldes,Desmoldables,SI,Pieza,,, $314.00 ,,,,,,52151907
ZN9,7500326429705,"MOLDE 26 (10"") REDONDO DESMONTABLE CAL 16",Moldes,Desmoldables,SI,Pieza,,, $436.00 ,,,,,,52151907
1-130,7501553011305,MOLDE AA DESMON REDONDO (28X7cm),Moldes,Desmoldables,SI,Pieza,,, $335.00 ,,,,,,52151907
TOL001104,4895217129073,JGO MOLDE AA DESMONTABLE Ø20/22/24cm 3pz,Moldes,Desmoldables,SI,Pieza,,, $710.00 ,,,,,,52151907
1-205,7501553012050,MOLDE AA DESMON REDONDO (18 x 10cm) PRO BC,Moldes,Desmoldables,SI,Pieza,,, $295.00 ,,,,,,52151907
0001,0001,COPLE OZ ESTANDAR,Herramientas,Coples,SI,Pieza,,, $11.00 ,,,,,,52151600
DC3,DC3,COPLER GDE (2PZ),Herramientas,Coples,SI,Pieza,,, $35.00 ,,,,,,48101817
070896052605,070896052605,JUEGO CORTADOR NAVIDAD C/4 GRIPPY,Cortadores,Plasticos,SI,Pieza,,, $175.00 ,,,,,,52151600
070896235923,070896235923,CORTADOR COPO DE NIEVE COMFORT GRIPPY,Cortadores,Plasticos,SI,Pieza,,, $145.00 ,,,,,,52151600
070896059475,070896059475,04-0-0070 VAINILLA SIN COLOR 59ML (2OZ),Extractos,Vainilla,SI,Pieza,,, $57.00 ,,,,,,12164500
409-7712 ,070896377128,"ESPATULA ZETA 9"" (22, 8 CM) MANGO NEGRO",Herramientas,Espatula,SI,Pieza,,, $150.00 ,,,,,,52151600
409-7713,070896377135,"ESPATULA RECTA 9"" (22,8 CM) MANGO NEGRO",Herramientas,Espatula,SI,Pieza,,, $153.00 ,,,,,,52151600
409-7714 ,070896377142,"ESPATULA ZETA PICO 9"" (22,8 CM) MANGO NEGRO",Herramientas,Espatula,SI,Pieza,,, $153.00 ,,,,,,52151600
409-7716 ,070896377166,"ESPATULA ZETA 13"" (33 CM) MANGO NEGRO",Herramientas,Espatula,SI,Pieza,,, $215.00 ,,,,,,52151600
661440000014,661440000014,ZULKA AZUCAR MORENA 1 KG,Insumos,Azucar,SI,Kg,,, $43.00 ,,,,,,50161509
661440000960,661440000960,ZULKA AZUCAR GLASS 500 GR,Insumos,Azucar,SI,Pieza,,, $38.00 ,,,,,,50161509
661440000205,661440000205,ZULKA AZUCAR MASCABADO 500 GR,Insumos,Azucar,SI,Pieza,,, $43.00 ,,,,,,50161509
661440000038,661440000038,ZULKA AZUCAR REFINADA 1 KG,Insumos,Azucar,SI,Kg,,, $47.00 ,,,,,,50161509
070896658111,070896658111,DECORACION CASA JENGIBRE,Decoracion,Sprinkles,SI,Pieza,,, $92.00 ,,,,,,24121500
75007614,75007614,COCA COLA 600ML,Comida,Bebidas,SI,Pieza,,, $25.00 ,,,,,,50202300
7501055320622,7501055320622,COCA ZERO LATA,Comida,Bebidas,SI,Pieza,,, $28.00 ,,,,,,50202300
7501055349906,7501055349906,COCA ZERO MINI,Comida,Bebidas,SI,Pieza,,, $17.00 ,,,,,,50202300
7501055310968,7501055310968,COCA COLA,Comida,Bebidas,SI,Pieza,,, $23.00 ,,,,,,50202306
756774002381,756774002381,COBERTURA SABOR CHOCOLATE  DOLCEZZA 1 KG,Insumos,Chocolate ,SI,Pieza,,, $245.00 ,,,,,,50161511
HGP000065,HGP000065,ESTRELLA DIAMANTADA TRUFA 100GR,Decoracion,Sprinkles,SI,Pieza,,, $75.00 ,,,,,,50161800
HGP000066,HGP000066,ESTRELLA DIAMANTADA TRUFA 50GR,Decoracion,Sprinkles,SI,Pieza,,, $40.00 ,,,,,,50161800
HGCP0005,HGCP0005,CONFETTI TRUFA  ,Decoracion,Sprinkles,SI,Pieza,,, $40.00 ,,,,,,50192300
7501123426690,7501123426690,FIGURETE CORAZON MIX 150GR,Decoracion,Sprinkles,SI,Pieza,,, $75.00 ,,,,,,50192300
HGCP0006,HGCP0006,SPRINKLES METALICOS CHISPASTEL 90GR,Decoracion,Sprinkles,SI,Pieza,,, $100.00 ,,,,,,50192300
HGP000034,HGP000034,DECO DONA 25GR,Decoracion,Sprinkles,SI,Pieza,,, $40.00 ,,,,,,50161800
HGP000035,HGP000035,DECO CRUCES 50GR,Decoracion,Sprinkles,SI,Pieza,,, $40.00 ,,,,,,50161800
OTS000187,4895217123514,DECO AZUCAR CRUZ PLATA DORADA 1KG,Decoracion,Sprinkles,SI,Pieza,,, $558.00 ,,,,,,50161800
OTS000197,OTS000197,DECO AZUCAR DONAS AZUL ROSA AMARILLO  1KG,Decoracion,Sprinkles,SI,Pieza,,, $558.00 ,,,,,,50161800
658325165647,HGPALI001,SPRINKLES MIX DELUX PALI 100GR,Decoracion,Sprinkles,SI,Pieza,,, $45.00 ,,,,,,50192300
50161800,HGPALI002,CONFETI PALI 80GR,Decoracion,Sprinkles,SI,Pieza,,, $26.00 ,,,,,,50161814
658325165678,HGPALI003,MIX CLASICO PALI 40GR,Decoracion,Sprinkles,SI,Pieza,,, $35.00 ,,,,,,50161800
HGPALI004,HGPALI004,SPRINKLES MINIPALI,Decoracion,Sprinkles,SI,Pieza,,, $18.00 ,,,,,,50161800
HGP00038,HGP00038,CONFETI DE AZUCAR METALICO CHISPASTEL ,Decoracion,Sprinkles,SI,Pieza,,, $25.00 ,,,,,,50192300
HGCP0001,HGCP0001,SPRINKLES MIX SURTIDOS CHISPASTEL,Decoracion,Sprinkles,SI,Pieza,,, $55.00 ,,,,,,50192300
HGP00039,HGP00039,CONFETTI DE AZUCAR DE 50 GR CHISPASTEL,Decoracion,Sprinkles,SI,Pieza,,, $25.00 ,,,,,,50192300
HGP000075,HGP000075,GRANILLO DIAMANTADO TRUFA 50GR,Decoracion,Sprinkles,SI,Pieza,,, $30.00 ,,,,,,50161800
HGP000076,HGP000076,GRANILLO ESPECIAL TRUFA 50GR,Decoracion,Sprinkles,SI,Pieza,,, $40.00 ,,,,,,50161800
HGP000077,HGP000077,CONFITADOS TRUFA 20GR,Decoracion,Sprinkles,SI,Pieza,,, $40.00 ,,,,,,50161800
HGP000078,HGP000078,CONFETTI TRUFA 20GR,Decoracion,Sprinkles,SI,Pieza,,, $25.00 ,,,,,,50161800
HGP000074,HGP000074,ROD TRUFA ,Decoracion,Sprinkles,SI,Pieza,,, $60.00 ,,,,,,50192300
HGP000071,HGP000071,ESPECIAL TRUFA MINI 20GR,Decoracion,Sprinkles,SI,Pieza,,, $22.00 ,,,,,,50161800
HGP000082,HGP000082,MIX GRANILLO DIAMANTADO 1KG,Decoracion,Sprinkles,SI,Pieza,,, $275.00 ,,,,,,50161800
764784053730,764784053730,CAJA DE SPRINKLES DELUX,Decoracion,Sprinkles,SI,Pieza,,, $265.00 ,,,,,,24121500
764784053729,764784053729,CAJA DE SPRINKLES ,Decoracion,Sprinkles,SI,Pieza,,, $230.00 ,,,,,,24121500
HGP000063,HGP000063,PERLA Y GRANILLO DIAMANTADA TRUFA 50GR,Decoracion,Sprinkles,SI,Pieza,,, $30.00 ,,,,,,50192300
070896321350,070896321350,PELOTAS DE FUTBOL (2 OZ),Decoracion,Sprinkles,SI,Pieza,,, $76.00 ,,,,,,50161800
HGP000042,HGP000042,PERLA AZUL PASTEL MAQUI,Decoracion,Sprinkles,SI,Pieza,,, $62.00 ,,,,,,50161800
HGP000043,HGP000043,PERLA LILA PASTEL MAQUI,Decoracion,Sprinkles,SI,Pieza,,, $62.00 ,,,,,,50161800
HGP000044,HGP000044,PERLA ROSA PASTEL MAQUI,Decoracion,Sprinkles,SI,Pieza,,, $62.00 ,,,,,,50161800
HGP000045,HGP000045,PERLA SALMON PASTEL MAQUI,Decoracion,Sprinkles,SI,Pieza,,, $62.00 ,,,,,,50161800
HGP000046,HGP000046,PERLA VERDE PASTEL MAQUI,Decoracion,Sprinkles,SI,Pieza,,, $62.00 ,,,,,,50161800
HGP000047,HGP000047,PERLA AMARILLO PASTEL MAQUI,Decoracion,Sprinkles,SI,Pieza,,, $62.00 ,,,,,,50161800
HGP000048,HGP000048,PERLA MIX DORADO MAQUI,Decoracion,Sprinkles,SI,Pieza,,, $62.00 ,,,,,,50161800
HGP000049,HGP000049,PERLA MIX PLATA MAQUI,Decoracion,Sprinkles,SI,Pieza,,, $62.00 ,,,,,,50161800
HGP000050,HGP000050,PERLA VERDE BANDERA MAQUI,Decoracion,Sprinkles,SI,Pieza,,, $62.00 ,,,,,,50161800
HGP000051,HGP000051,SPRINKLES MEXICO CHILE MAQUI,Decoracion,Sprinkles,SI,Pieza,,, $62.00 ,,,,,,50161800
HGP000052,HGP000052,PAQUETE PASTEL MORADO MAQUI,Decoracion,Sprinkles,SI,Pieza,,, $119.00 ,,,,,,50161800
HGP000053,HGP000053,SPRINKLES MEXICO MAQUI,Decoracion,Sprinkles,SI,Pieza,,, $62.00 ,,,,,,50161800
HGP000054,HGP000054,PIEDRA DE CHOCOLATE TRUFA,Decoracion,Sprinkles,SI,Pieza,,, $49.00 ,,,,,,50161800
HGP000055,HGP000055,CONFITADOS CROMADO TRUFA 50GR,Decoracion,Sprinkles,SI,Pieza,,, $75.00 ,,,,,,50161800
HGP000056,HGP000056,SPRINKLES ESPECIALES TRUFA BOTE,Decoracion,Sprinkles,SI,Pieza,,, $65.00 ,,,,,,50161800
HGP000057,HGP000057,MINI PERLA DIAMANT TRUFA,Decoracion,Sprinkles,SI,Pieza,,, $55.00 ,,,,,,50161800
HGP000058,HGP000058,PERLA DIAMANT TRUFA,Decoracion,Sprinkles,SI,Pieza,,, $55.00 ,,,,,,50161800
HGP000059,HGP000059,PERLA DIAMANT JUMBO TRUFA,Decoracion,Sprinkles,SI,Pieza,,, $55.00 ,,,,,,50161800
HGP000060,HGP000060,GRANILLO DIAMANTADO TRUFA BOTE ,Decoracion,Sprinkles,SI,Pieza,,, $55.00 ,,,,,,50161800
HGP000061,HGP000061,SPRINKLES TRUFA BOTE,Decoracion,Sprinkles,SI,Pieza,,, $55.00 ,,,,,,50161800
HGP000062,HGP000062,SPRINKLES VARIOS TRUFA,Decoracion,Sprinkles,SI,Pieza,,, $58.00 ,,,,,,50161800
070896029331,070896029331,OJOS DE CARAMELO SURTIDO 78GR,Decoracion,Sprinkles,SI,Pieza,,, $150.00 ,,,,,,50161800
710-032,070896700322,SPRINKLES CORAZON COMBINADOS 92 GR,Decoracion,Sprinkles,SI,Pieza,,, $150.00 ,,,,,,50161800
HGP000067,HGP000067,SPRINKLE ESPECIAL TRUFA 50G,Decoracion,Sprinkles,SI,Pieza,,, $40.00 ,,,,,,50161800
HG000041B,HG000041B,GRANILLO MEZCLA CORAZON PERLA ROSA 50 GRS,Decoracion,Sprinkles,SI,Pieza,,, $32.00 ,,,,,,50161800
HG000043B,HG000043B,CONFETI REDONDO ROJO MINI 50GRS,Decoracion,Sprinkles,SI,Pieza,,, $30.00 ,,,,,,50161800
HG000044A,HG000044-100,CONFETI REDONDO ROSA MINI 100 GRS,Decoracion,Sprinkles,SI,Pieza,,, $50.00 ,,,,,,50161800
HG000044B,HG000044-50,CONFETI REDONDO ROSA MINI 50 GRS,Decoracion,Sprinkles,SI,Pieza,,, $28.00 ,,,,,,50161800
HGP000069,HGP000069,MIX  TRUFA 50gr,Decoracion,Sprinkles,SI,Pieza,,, $40.00 ,,,,,,50161800
HGP000070,HGP000070,MIX TRUFA MINI 20GR,Decoracion,Sprinkles,SI,Pieza,,, $20.00 ,,,,,,50161800
070896147912,070896147912,SPRINKLES ESFERAS NAVIDAD,Decoracion,Sprinkles,SI,Pieza,,, $68.00 ,,,,,,50161800
070896658067,070896658067,SPRINKLES COPO NIEVE WILTON,Decoracion,Sprinkles,SI,Pieza,,, $68.00 ,,,,,,50161800
HGP000018,HGP000018,PAQUETE PASTEL ORO,Decoracion,Sprinkles,SI,Pieza,,, $119.00 ,,,,,,50192300
HGP000019,HGP000019,PAQUETE PASTEL DORADO,Decoracion,Sprinkles,SI,Pieza,,, $119.00 ,,,,,,50192300
HGP000020,HGP000020,PAQUETE PASTEL PERLA,Decoracion,Sprinkles,SI,Pieza,,, $119.00 ,,,,,,50192300
HGP000021,HGP000021,PAQUETE PASTEL PLATA,Decoracion,Sprinkles,SI,Pieza,,, $119.00 ,,,,,,50192300
HGP000022,HGP000022,PAQUETE PASTEL ROSA,Decoracion,Sprinkles,SI,Pieza,,, $119.00 ,,,,,,50192300
HGP000023,HGP000023,PAQUETE PASTEL AZUL,Decoracion,Sprinkles,SI,Pieza,,, $119.00 ,,,,,,50192300
HGP000024,HGP000024,PAQUETE PASTEL ROJO,Decoracion,Sprinkles,SI,Pieza,,, $119.00 ,,,,,,50192300
HGP000025,HGP000025,PAQUETE PASTEL VERDE,Decoracion,Sprinkles,SI,Pieza,,, $119.00 ,,,,,,50192300
HGP000026,HGP000026,SPRINKLES NICOLE,Decoracion,Sprinkles,SI,Pieza,,, $62.00 ,,,,,,50192300
HGP000027,HGP000027,SPRINKLES MIX,Decoracion,Sprinkles,SI,Pieza,,, $62.00 ,,,,,,50192300
HGP000028,HGP000028,SPRINKLES MIX PASCUA,Decoracion,Sprinkles,SI,Pieza,,, $62.00 ,,,,,,50192300
HGP000029,HGP000029,SPRINKLE FIGURA DONA,Decoracion,Sprinkles,SI,Pieza,,, $112.00 ,,,,,,50192300
HGP000030,HGP000030,SPRINKLE FIGURA COPOS,Decoracion,Sprinkles,SI,Pieza,,, $112.00 ,,,,,,50192300
HGP000037,HGP000037,CONFETI MULTICOLOR 100GR,Decoracion,Sprinkles,SI,Pieza,,, $25.00 ,,,,,,50161800
HGP000038,HGP000038,MIX PERLA DORADA 100GR,Decoracion,Sprinkles,SI,Pieza,,, $30.00 ,,,,,,50161800
HGP000039,HGP000039,MIX PERLA MORADA 100GR,Decoracion,Sprinkles,SI,Pieza,,, $30.00 ,,,,,,50161800
HGP000031,HGP000031,SPRINKLE ESTRELLA DIAM DOR,Decoracion,Sprinkles,SI,Pieza,,, $65.00 ,,,,,,50192300
HGP000032,HGP000032,SPINKLE CORAZON DIAM DOR,Decoracion,Sprinkles,SI,Pieza,,, $65.00 ,,,,,,50192300
HGP000033,HGP000033,SPRINKLE MIX DORADO Y ROJO,Decoracion,Sprinkles,SI,Pieza,,, $55.00 ,,,,,,50192300
OTS000887,4895217156420,DECO AZUCAR BASTON ROJO 1kg,Decoracion,Sprinkles,SI,Pieza,,, $600.00 ,,,,,,50161800
OTS000204-100,7501553773562,DECO MEZCLA ESTRELLAS GRANILLO PERL 100g,Decoracion,Sprinkles,SI,Pieza,,, $130.00 ,,,,,,50161800
OTS000196-120,7501553773463,DECO AZUCAR PAÑALERO AZUL Y ROSA 120g,Decoracion,Sprinkles,SI,Pieza,,, $130.00 ,,,,,,50161800
OTS000364-100,7501553776624,DECO AZUCAR CONCHA DE MAR 100g,Decoracion,Sprinkles,SI,Pieza,,, $130.00 ,,,,,,50161800
OTS000844-120,7501553778048,DECO AZUCAR CUERNO UNICORNIO COLORS 120g,Decoracion,Sprinkles,SI,Pieza,,, $130.00 ,,,,,,50161800
